0.0579779,0.0254084,0.0254776,0.0205112,0.0197563,0.0157592,0.0172004,0.0134698,0.0179598,0.0209411
0.0724409,0.0300368,0.0361652,0.0350482,0.0378965,0.0346594,0.0426942,0.0385980,0.0487946,0.0513723
0.0543038,0.0210232,0.0318498,0.0366642,0.0439090,0.0469834,0.0652406,0.0655363,0.0786922,0.0784744
0.0218389,0.00839477,0.0170783,0.0225370,0.0296144,0.0389780,0.0620005,0.0685093,0.0778863,0.0757672
0.00331619,0.00302436,0.00570114,0.00676749,0.00961753,0.0179529,0.0342503,0.0423131,0.0450605,0.0441381
0.000726540,0.00291499,0.00225858,0.000633444,0.00110164,0.00333588,0.00875244,0.0128650,0.0125600,0.0133730
0.00130815,0.00227013,0.00170219,0.00101312,0.00250415,0.000855336,0.00146084,0.00137707,0.00164836,0.00222026
0.00149427,0.00107494,0.000937429,0.00154721,0.00406986,0.00230522,0.00350129,0.00214849,0.00295961,0.00266475
0.00239538,0.000666435,0.000482758,0.00120341,0.00335672,0.00260015,0.00412676,0.00324172,0.00353422,0.00342633
0.00217477,0.000529326,0.000466482,0.000761534,0.00211514,0.00227323,0.00317959,0.00302771,0.00259476,0.00306587
0.000942788,0.000718327,0.000530256,0.000488186,0.000940909,0.00152612,0.00222215,0.00255525,0.00178373,0.00227817
0.000728831,0.00160101,0.000614887,0.000816243,0.000500564,0.000555533,0.00106464,0.00129389,0.000900645,0.00102356
0.00108635,0.00251748,0.000689803,0.00148605,0.00118667,0.000193014,0.000632000,0.000519511,0.000527177,0.000349203
0.000829634,0.00269182,0.000731472,0.00160028,0.00196169,0.000420115,0.00145083,0.00132259,0.000824079,0.000523960
0.000538603,0.00211273,0.000657405,0.00105717,0.00183548,0.000863675,0.00255480,0.00233259,0.00117645,0.000783090
0.000834028,0.00134194,0.000445572,0.000507035,0.00111935,0.00130602,0.00325111,0.00225206,0.00128996,0.000909318
0.00109385,0.000899450,0.000282283,0.000306985,0.000704332,0.00145551,0.00347359,0.00152545,0.000957265,0.000910075
